Edad;Sexo;Comunidades y Ciudades Autónomas;Periodo;Total
55 y más años;Hombres;18 Ceuta;2014T3;0,4
55 y más años;Hombres;18 Ceuta;2014T2;0,2
55 y más años;Hombres;18 Ceuta;2014T1;0,3
55 y más años;Hombres;18 Ceuta;2013T4;0,5
55 y más años;Hombres;18 Ceuta;2013T3;0,5
55 y más años;Hombres;18 Ceuta;2013T2;0,8
55 y más años;Hombres;18 Ceuta;2013T1;0,8
55 y más años;Hombres;18 Ceuta;2012T4;0,1
55 y más años;Hombres;18 Ceuta;2012T3;0,5
55 y más años;Hombres;18 Ceuta;2012T2;0,4
55 y más años;Hombres;18 Ceuta;2012T1;0,2
55 y más años;Hombres;18 Ceuta;2011T4;0,2
55 y más años;Hombres;18 Ceuta;2011T3;0,2
55 y más años;Hombres;18 Ceuta;2011T2;0,7
55 y más años;Hombres;18 Ceuta;2011T1;..
55 y más años;Hombres;18 Ceuta;2010T4;0,3
55 y más años;Hombres;18 Ceuta;2010T3;0,4
55 y más años;Hombres;18 Ceuta;2010T2;0,9
55 y más años;Hombres;18 Ceuta;2010T1;0,7
55 y más años;Hombres;19 Melilla;2021T4;0,2
55 y más años;Hombres;19 Melilla;2021T3;0,1
55 y más años;Hombres;19 Melilla;2021T2;0,1
55 y más años;Hombres;19 Melilla;2021T1;0,2
55 y más años;Hombres;19 Melilla;2020T4;0,2
55 y más años;Hombres;19 Melilla;2020T3;0,6
55 y más años;Hombres;19 Melilla;2020T2;0,2
55 y más años;Hombres;19 Melilla;2020T1;0,8
55 y más años;Hombres;19 Melilla;2019T4;0,6
55 y más años;Hombres;19 Melilla;2019T3;0,8
55 y más años;Hombres;19 Melilla;2019T2;0,6
55 y más años;Hombres;19 Melilla;2019T1;0,7
55 y más años;Hombres;19 Melilla;2018T4;0,7
55 y más años;Hombres;19 Melilla;2018T3;0,5
55 y más años;Hombres;19 Melilla;2018T2;0,6
55 y más años;Hombres;19 Melilla;2018T1;0,8
55 y más años;Hombres;19 Melilla;2017T4;0,8
55 y más años;Hombres;19 Melilla;2017T3;1,0
55 y más años;Hombres;19 Melilla;2017T2;0,9
55 y más años;Hombres;19 Melilla;2017T1;0,5
55 y más años;Hombres;19 Melilla;2016T4;1,0
55 y más años;Hombres;19 Melilla;2016T3;1,0
55 y más años;Hombres;19 Melilla;2016T2;1,2
55 y más años;Hombres;19 Melilla;2016T1;1,2
55 y más años;Hombres;19 Melilla;2015T4;0,8
55 y más años;Hombres;19 Melilla;2015T3;0,9
55 y más años;Hombres;19 Melilla;2015T2;0,8
55 y más años;Hombres;19 Melilla;2015T1;0,6
55 y más años;Hombres;19 Melilla;2014T4;0,7
55 y más años;Hombres;19 Melilla;2014T3;0,6
55 y más años;Hombres;19 Melilla;2014T2;0,6
55 y más años;Hombres;19 Melilla;2014T1;0,8
55 y más años;Hombres;19 Melilla;2013T4;0,8
55 y más años;Hombres;19 Melilla;2013T3;1,0
55 y más años;Hombres;19 Melilla;2013T2;0,4
55 y más años;Hombres;19 Melilla;2013T1;0,3
55 y más años;Hombres;19 Melilla;2012T4;..
55 y más años;Hombres;19 Melilla;2012T3;0,6
55 y más años;Hombres;19 Melilla;2012T2;0,5
55 y más años;Hombres;19 Melilla;2012T1;0,3
55 y más años;Hombres;19 Melilla;2011T4;0,6
55 y más años;Hombres;19 Melilla;2011T3;0,6
55 y más años;Hombres;19 Melilla;2011T2;0,6
55 y más años;Hombres;19 Melilla;2011T1;0,1
55 y más años;Hombres;19 Melilla;2010T4;0,3
55 y más años;Hombres;19 Melilla;2010T3;..
55 y más años;Hombres;19 Melilla;2010T2;0,1
55 y más años;Hombres;19 Melilla;2010T1;..
55 y más años;Mujeres;01 Andalucía;2021T4;79,6
55 y más años;Mujeres;01 Andalucía;2021T3;83,0
55 y más años;Mujeres;01 Andalucía;2021T2;62,1
55 y más años;Mujeres;01 Andalucía;2021T1;66,0
55 y más años;Mujeres;01 Andalucía;2020T4;57,1
55 y más años;Mujeres;01 Andalucía;2020T3;61,4
55 y más años;Mujeres;01 Andalucía;2020T2;50,1
55 y más años;Mujeres;01 Andalucía;2020T1;56,4
55 y más años;Mujeres;01 Andalucía;2019T4;51,6
55 y más años;Mujeres;01 Andalucía;2019T3;53,3
55 y más años;Mujeres;01 Andalucía;2019T2;56,9
55 y más años;Mujeres;01 Andalucía;2019T1;52,6
55 y más años;Mujeres;01 Andalucía;2018T4;55,4
55 y más años;Mujeres;01 Andalucía;2018T3;57,3
55 y más años;Mujeres;01 Andalucía;2018T2;54,3
55 y más años;Mujeres;01 Andalucía;2018T1;59,7
55 y más años;Mujeres;01 Andalucía;2017T4;53,2
55 y más años;Mujeres;01 Andalucía;2017T3;54,3
55 y más años;Mujeres;01 Andalucía;2017T2;57,4
55 y más años;Mujeres;01 Andalucía;2017T1;53,8
55 y más años;Mujeres;01 Andalucía;2016T4;52,5
55 y más años;Mujeres;01 Andalucía;2016T3;53,6
55 y más años;Mujeres;01 Andalucía;2016T2;50,6
55 y más años;Mujeres;01 Andalucía;2016T1;46,4
55 y más años;Mujeres;01 Andalucía;2015T4;51,8
55 y más años;Mujeres;01 Andalucía;2015T3;59,7
55 y más años;Mujeres;01 Andalucía;2015T2;57,1
55 y más años;Mujeres;01 Andalucía;2015T1;57,8
55 y más años;Mujeres;01 Andalucía;2014T4;59,1
55 y más años;Mujeres;01 Andalucía;2014T3;60,1
55 y más años;Mujeres;01 Andalucía;2014T2;56,1
55 y más años;Mujeres;01 Andalucía;2014T1;55,3
55 y más años;Mujeres;01 Andalucía;2013T4;58,7
55 y más años;Mujeres;01 Andalucía;2013T3;52,3
55 y más años;Mujeres;01 Andalucía;2013T2;54,7
55 y más años;Mujeres;01 Andalucía;2013T1;54,1
55 y más años;Mujeres;01 Andalucía;2012T4;48,1
55 y más años;Mujeres;01 Andalucía;2012T3;50,9
55 y más años;Mujeres;01 Andalucía;2012T2;47,6
55 y más años;Mujeres;01 Andalucía;2012T1;42,0
55 y más años;Mujeres;01 Andalucía;2011T4;41,2
55 y más años;Mujeres;01 Andalucía;2011T3;39,1
55 y más años;Mujeres;01 Andalucía;2011T2;32,6
55 y más años;Mujeres;01 Andalucía;2011T1;34,0
55 y más años;Mujeres;01 Andalucía;2010T4;33,0
55 y más años;Mujeres;01 Andalucía;2010T3;30,7
55 y más años;Mujeres;01 Andalucía;2010T2;26,4
55 y más años;Mujeres;01 Andalucía;2010T1;30,1
55 y más años;Mujeres;02 Aragón;2021T4;5,9
55 y más años;Mujeres;02 Aragón;2021T3;6,0
55 y más años;Mujeres;02 Aragón;2021T2;6,7
55 y más años;Mujeres;02 Aragón;2021T1;5,7
55 y más años;Mujeres;02 Aragón;2020T4;7,7
55 y más años;Mujeres;02 Aragón;2020T3;6,6
55 y más años;Mujeres;02 Aragón;2020T2;4,4
55 y más años;Mujeres;02 Aragón;2020T1;4,8
55 y más años;Mujeres;02 Aragón;2019T4;5,7
55 y más años;Mujeres;02 Aragón;2019T3;3,8
55 y más años;Mujeres;02 Aragón;2019T2;4,8
55 y más años;Mujeres;02 Aragón;2019T1;4,0
55 y más años;Mujeres;02 Aragón;2018T4;5,0
55 y más años;Mujeres;02 Aragón;2018T3;6,6
55 y más años;Mujeres;02 Aragón;2018T2;6,4
55 y más años;Mujeres;02 Aragón;2018T1;5,8
55 y más años;Mujeres;02 Aragón;2017T4;5,6
55 y más años;Mujeres;02 Aragón;2017T3;4,9
55 y más años;Mujeres;02 Aragón;2017T2;6,5
55 y más años;Mujeres;02 Aragón;2017T1;4,6
55 y más años;Mujeres;02 Aragón;2016T4;5,9
55 y más años;Mujeres;02 Aragón;2016T3;6,0
55 y más años;Mujeres;02 Aragón;2016T2;7,1
55 y más años;Mujeres;02 Aragón;2016T1;5,7
55 y más años;Mujeres;02 Aragón;2015T4;5,1
55 y más años;Mujeres;02 Aragón;2015T3;5,2
55 y más años;Mujeres;02 Aragón;2015T2;6,7
55 y más años;Mujeres;02 Aragón;2015T1;4,9
55 y más años;Mujeres;02 Aragón;2014T4;6,3
55 y más años;Mujeres;02 Aragón;2014T3;5,7
55 y más años;Mujeres;02 Aragón;2014T2;7,0
55 y más años;Mujeres;02 Aragón;2014T1;5,1
55 y más años;Mujeres;02 Aragón;2013T4;7,1
55 y más años;Mujeres;02 Aragón;2013T3;5,3
55 y más años;Mujeres;02 Aragón;2013T2;5,1
55 y más años;Mujeres;02 Aragón;2013T1;7,4
55 y más años;Mujeres;02 Aragón;2012T4;6,4
55 y más años;Mujeres;02 Aragón;2012T3;4,6
55 y más años;Mujeres;02 Aragón;2012T2;4,6
55 y más años;Mujeres;02 Aragón;2012T1;3,3
55 y más años;Mujeres;02 Aragón;2011T4;3,6
55 y más años;Mujeres;02 Aragón;2011T3;2,8
55 y más años;Mujeres;02 Aragón;2011T2;2,9
55 y más años;Mujeres;02 Aragón;2011T1;2,7
55 y más años;Mujeres;02 Aragón;2010T4;3,3
55 y más años;Mujeres;02 Aragón;2010T3;2,6
55 y más años;Mujeres;02 Aragón;2010T2;2,5
55 y más años;Mujeres;02 Aragón;2010T1;1,7
55 y más años;Mujeres;03 Asturias, Principado de;2021T4;4,8
55 y más años;Mujeres;03 Asturias, Principado de;2021T3;4,6
55 y más años;Mujeres;03 Asturias, Principado de;2021T2;4,5
55 y más años;Mujeres;03 Asturias, Principado de;2021T1;4,7
55 y más años;Mujeres;03 Asturias, Principado de;2020T4;4,2
55 y más años;Mujeres;03 Asturias, Principado de;2020T3;3,8
55 y más años;Mujeres;03 Asturias, Principado de;2020T2;4,1
55 y más años;Mujeres;03 Asturias, Principado de;2020T1;6,6
55 y más años;Mujeres;03 Asturias, Principado de;2019T4;4,7
55 y más años;Mujeres;03 Asturias, Principado de;2019T3;4,8
55 y más años;Mujeres;03 Asturias, Principado de;2019T2;6,5
55 y más años;Mujeres;03 Asturias, Principado de;2019T1;5,4
55 y más años;Mujeres;03 Asturias, Principado de;2018T4;4,5
55 y más años;Mujeres;03 Asturias, Principado de;2018T3;4,6
55 y más años;Mujeres;03 Asturias, Principado de;2018T2;4,0
55 y más años;Mujeres;03 Asturias, Principado de;2018T1;5,7
55 y más años;Mujeres;03 Asturias, Principado de;2017T4;4,3
55 y más años;Mujeres;03 Asturias, Principado de;2017T3;2,8
55 y más años;Mujeres;03 Asturias, Principado de;2017T2;3,8
55 y más años;Mujeres;03 Asturias, Principado de;2017T1;4,8
55 y más años;Mujeres;03 Asturias, Principado de;2016T4;3,1
55 y más años;Mujeres;03 Asturias, Principado de;2016T3;3,4
55 y más años;Mujeres;03 Asturias, Principado de;2016T2;4,4
55 y más años;Mujeres;03 Asturias, Principado de;2016T1;4,0
55 y más años;Mujeres;03 Asturias, Principado de;2015T4;5,5
55 y más años;Mujeres;03 Asturias, Principado de;2015T3;4,6
55 y más años;Mujeres;03 Asturias, Principado de;2015T2;3,9
55 y más años;Mujeres;03 Asturias, Principado de;2015T1;4,8
55 y más años;Mujeres;03 Asturias, Principado de;2014T4;4,9
55 y más años;Mujeres;03 Asturias, Principado de;2014T3;5,8
55 y más años;Mujeres;03 Asturias, Principado de;2014T2;5,6
55 y más años;Mujeres;03 Asturias, Principado de;2014T1;5,4
55 y más años;Mujeres;03 Asturias, Principado de;2013T4;4,1
55 y más años;Mujeres;03 Asturias, Principado de;2013T3;4,2
55 y más años;Mujeres;03 Asturias, Principado de;2013T2;3,6
55 y más años;Mujeres;03 Asturias, Principado de;2013T1;2,8
55 y más años;Mujeres;03 Asturias, Principado de;2012T4;3,8
55 y más años;Mujeres;03 Asturias, Principado de;2012T3;3,2
55 y más años;Mujeres;03 Asturias, Principado de;2012T2;4,3
55 y más años;Mujeres;03 Asturias, Principado de;2012T1;2,4
55 y más años;Mujeres;03 Asturias, Principado de;2011T4;3,0
55 y más años;Mujeres;03 Asturias, Principado de;2011T3;2,1
55 y más años;Mujeres;03 Asturias, Principado de;2011T2;2,7
55 y más años;Mujeres;03 Asturias, Principado de;2011T1;4,2
55 y más años;Mujeres;03 Asturias, Principado de;2010T4;2,9
55 y más años;Mujeres;03 Asturias, Principado de;2010T3;3,0
55 y más años;Mujeres;03 Asturias, Principado de;2010T2;2,7
55 y más años;Mujeres;03 Asturias, Principado de;2010T1;2,6
55 y más años;Mujeres;04 Balears, Illes;2021T4;10,6
55 y más años;Mujeres;04 Balears, Illes;2021T3;9,1
55 y más años;Mujeres;04 Balears, Illes;2021T2;6,3
55 y más años;Mujeres;04 Balears, Illes;2021T1;9,4
55 y más años;Mujeres;04 Balears, Illes;2020T4;6,7
55 y más años;Mujeres;04 Balears, Illes;2020T3;4,5
55 y más años;Mujeres;04 Balears, Illes;2020T2;7,4
55 y más años;Mujeres;04 Balears, Illes;2020T1;11,4
55 y más años;Mujeres;04 Balears, Illes;2019T4;4,2
55 y más años;Mujeres;04 Balears, Illes;2019T3;3,0
55 y más años;Mujeres;04 Balears, Illes;2019T2;6,3
55 y más años;Mujeres;04 Balears, Illes;2019T1;5,7
55 y más años;Mujeres;04 Balears, Illes;2018T4;2,5
55 y más años;Mujeres;04 Balears, Illes;2018T3;2,1
55 y más años;Mujeres;04 Balears, Illes;2018T2;3,1
55 y más años;Mujeres;04 Balears, Illes;2018T1;4,4
55 y más años;Mujeres;04 Balears, Illes;2017T4;3,2
55 y más años;Mujeres;04 Balears, Illes;2017T3;4,0
55 y más años;Mujeres;04 Balears, Illes;2017T2;4,4
55 y más años;Mujeres;04 Balears, Illes;2017T1;6,2
55 y más años;Mujeres;04 Balears, Illes;2016T4;4,1
55 y más años;Mujeres;04 Balears, Illes;2016T3;4,1
55 y más años;Mujeres;04 Balears, Illes;2016T2;5,5
55 y más años;Mujeres;04 Balears, Illes;2016T1;5,0
55 y más años;Mujeres;04 Balears, Illes;2015T4;5,5
55 y más años;Mujeres;04 Balears, Illes;2015T3;6,0
55 y más años;Mujeres;04 Balears, Illes;2015T2;6,2
55 y más años;Mujeres;04 Balears, Illes;2015T1;7,0
55 y más años;Mujeres;04 Balears, Illes;2014T4;6,2
55 y más años;Mujeres;04 Balears, Illes;2014T3;4,5
55 y más años;Mujeres;04 Balears, Illes;2014T2;4,8
55 y más años;Mujeres;04 Balears, Illes;2014T1;7,6
55 y más años;Mujeres;04 Balears, Illes;2013T4;5,7
55 y más años;Mujeres;04 Balears, Illes;2013T3;3,5
55 y más años;Mujeres;04 Balears, Illes;2013T2;5,1
55 y más años;Mujeres;04 Balears, Illes;2013T1;7,1
55 y más años;Mujeres;04 Balears, Illes;2012T4;7,1
55 y más años;Mujeres;04 Balears, Illes;2012T3;7,5
55 y más años;Mujeres;04 Balears, Illes;2012T2;6,0
55 y más años;Mujeres;04 Balears, Illes;2012T1;7,4
55 y más años;Mujeres;04 Balears, Illes;2011T4;5,7
55 y más años;Mujeres;04 Balears, Illes;2011T3;4,3
55 y más años;Mujeres;04 Balears, Illes;2011T2;6,0
55 y más años;Mujeres;04 Balears, Illes;2011T1;5,1
55 y más años;Mujeres;04 Balears, Illes;2010T4;4,5
55 y más años;Mujeres;04 Balears, Illes;2010T3;3,6
55 y más años;Mujeres;04 Balears, Illes;2010T2;4,4
55 y más años;Mujeres;04 Balears, Illes;2010T1;2,9
55 y más años;Mujeres;05 Canarias;2021T4;23,4
55 y más años;Mujeres;05 Canarias;2021T3;25,7
55 y más años;Mujeres;05 Canarias;2021T2;22,6
55 y más años;Mujeres;05 Canarias;2021T1;13,1
55 y más años;Mujeres;05 Canarias;2020T4;21,2
55 y más años;Mujeres;05 Canarias;2020T3;21,7
55 y más años;Mujeres;05 Canarias;2020T2;15,3
55 y más años;Mujeres;05 Canarias;2020T1;15,0
55 y más años;Mujeres;05 Canarias;2019T4;14,7
55 y más años;Mujeres;05 Canarias;2019T3;14,6
55 y más años;Mujeres;05 Canarias;2019T2;14,9
55 y más años;Mujeres;05 Canarias;2019T1;14,2
55 y más años;Mujeres;05 Canarias;2018T4;17,3
55 y más años;Mujeres;05 Canarias;2018T3;14,4
55 y más años;Mujeres;05 Canarias;2018T2;15,4
55 y más años;Mujeres;05 Canarias;2018T1;16,0
55 y más años;Mujeres;05 Canarias;2017T4;15,3
55 y más años;Mujeres;05 Canarias;2017T3;17,7
55 y más años;Mujeres;05 Canarias;2017T2;14,1
55 y más años;Mujeres;05 Canarias;2017T1;16,1
55 y más años;Mujeres;05 Canarias;2016T4;17,5
55 y más años;Mujeres;05 Canarias;2016T3;19,5
55 y más años;Mujeres;05 Canarias;2016T2;17,1
55 y más años;Mujeres;05 Canarias;2016T1;18,6
55 y más años;Mujeres;05 Canarias;2015T4;15,4
55 y más años;Mujeres;05 Canarias;2015T3;19,3
55 y más años;Mujeres;05 Canarias;2015T2;13,5
55 y más años;Mujeres;05 Canarias;2015T1;16,1
55 y más años;Mujeres;05 Canarias;2014T4;10,7
55 y más años;Mujeres;05 Canarias;2014T3;12,5
55 y más años;Mujeres;05 Canarias;2014T2;14,3
55 y más años;Mujeres;05 Canarias;2014T1;10,5
55 y más años;Mujeres;05 Canarias;2013T4;9,3
55 y más años;Mujeres;05 Canarias;2013T3;13,7
55 y más años;Mujeres;05 Canarias;2013T2;12,1
55 y más años;Mujeres;05 Canarias;2013T1;10,8
55 y más años;Mujeres;05 Canarias;2012T4;12,1
55 y más años;Mujeres;05 Canarias;2012T3;14,0
55 y más años;Mujeres;05 Canarias;2012T2;12,3
55 y más años;Mujeres;05 Canarias;2012T1;11,1
55 y más años;Mujeres;05 Canarias;2011T4;10,0
55 y más años;Mujeres;05 Canarias;2011T3;9,9
55 y más años;Mujeres;05 Canarias;2011T2;9,0
55 y más años;Mujeres;05 Canarias;2011T1;8,3
55 y más años;Mujeres;05 Canarias;2010T4;8,0
55 y más años;Mujeres;05 Canarias;2010T3;7,1
55 y más años;Mujeres;05 Canarias;2010T2;7,9
55 y más años;Mujeres;05 Canarias;2010T1;7,4
55 y más años;Mujeres;06 Cantabria;2021T4;2,3
55 y más años;Mujeres;06 Cantabria;2021T3;3,7
55 y más años;Mujeres;06 Cantabria;2021T2;2,3
55 y más años;Mujeres;06 Cantabria;2021T1;2,4
55 y más años;Mujeres;06 Cantabria;2020T4;2,5
55 y más años;Mujeres;06 Cantabria;2020T3;1,7
55 y más años;Mujeres;06 Cantabria;2020T2;2,3
55 y más años;Mujeres;06 Cantabria;2020T1;1,9
55 y más años;Mujeres;06 Cantabria;2019T4;1,4
55 y más años;Mujeres;06 Cantabria;2019T3;1,4
55 y más años;Mujeres;06 Cantabria;2019T2;1,3
55 y más años;Mujeres;06 Cantabria;2019T1;2,4
55 y más años;Mujeres;06 Cantabria;2018T4;2,0
55 y más años;Mujeres;06 Cantabria;2018T3;2,8
55 y más años;Mujeres;06 Cantabria;2018T2;1,8
55 y más años;Mujeres;06 Cantabria;2018T1;2,4
55 y más años;Mujeres;06 Cantabria;2017T4;1,9
55 y más años;Mujeres;06 Cantabria;2017T3;1,8
55 y más años;Mujeres;06 Cantabria;2017T2;1,7
55 y más años;Mujeres;06 Cantabria;2017T1;1,8
55 y más años;Mujeres;06 Cantabria;2016T4;2,3
55 y más años;Mujeres;06 Cantabria;2016T3;2,1
55 y más años;Mujeres;06 Cantabria;2016T2;2,0
55 y más años;Mujeres;06 Cantabria;2016T1;2,3
55 y más años;Mujeres;06 Cantabria;2015T4;2,2
55 y más años;Mujeres;06 Cantabria;2015T3;1,9
55 y más años;Mujeres;06 Cantabria;2015T2;2,7
55 y más años;Mujeres;06 Cantabria;2015T1;2,7
55 y más años;Mujeres;06 Cantabria;2014T4;2,5
55 y más años;Mujeres;06 Cantabria;2014T3;2,4
55 y más años;Mujeres;06 Cantabria;2014T2;2,3
55 y más años;Mujeres;06 Cantabria;2014T1;2,5
55 y más años;Mujeres;06 Cantabria;2013T4;1,7
55 y más años;Mujeres;06 Cantabria;2013T3;1,6
55 y más años;Mujeres;06 Cantabria;2013T2;2,3
55 y más años;Mujeres;06 Cantabria;2013T1;1,8
55 y más años;Mujeres;06 Cantabria;2012T4;1,5
55 y más años;Mujeres;06 Cantabria;2012T3;1,3
55 y más años;Mujeres;06 Cantabria;2012T2;1,3
55 y más años;Mujeres;06 Cantabria;2012T1;1,9
55 y más años;Mujeres;06 Cantabria;2011T4;1,6
55 y más años;Mujeres;06 Cantabria;2011T3;1,4
55 y más años;Mujeres;06 Cantabria;2011T2;1,1
55 y más años;Mujeres;06 Cantabria;2011T1;1,2
55 y más años;Mujeres;06 Cantabria;2010T4;1,3
55 y más años;Mujeres;06 Cantabria;2010T3;1,0
55 y más años;Mujeres;06 Cantabria;2010T2;1,5
55 y más años;Mujeres;06 Cantabria;2010T1;1,5
55 y más años;Mujeres;07 Castilla y León;2021T4;14,9
55 y más años;Mujeres;07 Castilla y León;2021T3;15,1
55 y más años;Mujeres;07 Castilla y León;2021T2;15,5
55 y más años;Mujeres;07 Castilla y León;2021T1;13,4
55 y más años;Mujeres;07 Castilla y León;2020T4;15,1
55 y más años;Mujeres;07 Castilla y León;2020T3;11,3
55 y más años;Mujeres;07 Castilla y León;2020T2;9,6
55 y más años;Mujeres;07 Castilla y León;2020T1;13,4
55 y más años;Mujeres;07 Castilla y León;2019T4;11,8
55 y más años;Mujeres;07 Castilla y León;2019T3;12,1
55 y más años;Mujeres;07 Castilla y León;2019T2;12,0
55 y más años;Mujeres;07 Castilla y León;2019T1;12,9
55 y más años;Mujeres;07 Castilla y León;2018T4;11,3
55 y más años;Mujeres;07 Castilla y León;2018T3;9,1
55 y más años;Mujeres;07 Castilla y León;2018T2;12,6
55 y más años;Mujeres;07 Castilla y León;2018T1;13,6
55 y más años;Mujeres;07 Castilla y León;2017T4;12,5
55 y más años;Mujeres;07 Castilla y León;2017T3;12,8
55 y más años;Mujeres;07 Castilla y León;2017T2;10,9
55 y más años;Mujeres;07 Castilla y León;2017T1;11,9
55 y más años;Mujeres;07 Castilla y León;2016T4;11,5
55 y más años;Mujeres;07 Castilla y León;2016T3;11,4
55 y más años;Mujeres;07 Castilla y León;2016T2;12,4
55 y más años;Mujeres;07 Castilla y León;2016T1;11,2
55 y más años;Mujeres;07 Castilla y León;2015T4;11,4
55 y más años;Mujeres;07 Castilla y León;2015T3;12,3
55 y más años;Mujeres;07 Castilla y León;2015T2;11,4
55 y más años;Mujeres;07 Castilla y León;2015T1;13,4
55 y más años;Mujeres;07 Castilla y León;2014T4;13,8
55 y más años;Mujeres;07 Castilla y León;2014T3;13,4
55 y más años;Mujeres;07 Castilla y León;2014T2;13,8
55 y más años;Mujeres;07 Castilla y León;2014T1;14,7
55 y más años;Mujeres;07 Castilla y León;2013T4;9,5
55 y más años;Mujeres;07 Castilla y León;2013T3;11,8
55 y más años;Mujeres;07 Castilla y León;2013T2;11,1
55 y más años;Mujeres;07 Castilla y León;2013T1;11,6
55 y más años;Mujeres;07 Castilla y León;2012T4;8,7
55 y más años;Mujeres;07 Castilla y León;2012T3;10,3
55 y más años;Mujeres;07 Castilla y León;2012T2;8,6
55 y más años;Mujeres;07 Castilla y León;2012T1;8,8
55 y más años;Mujeres;07 Castilla y León;2011T4;6,8
55 y más años;Mujeres;07 Castilla y León;2011T3;6,8
55 y más años;Mujeres;07 Castilla y León;2011T2;6,9
55 y más años;Mujeres;07 Castilla y León;2011T1;7,0
55 y más años;Mujeres;07 Castilla y León;2010T4;5,1
55 y más años;Mujeres;07 Castilla y León;2010T3;6,0
55 y más años;Mujeres;07 Castilla y León;2010T2;6,2
55 y más años;Mujeres;07 Castilla y León;2010T1;6,2
55 y más años;Mujeres;08 Castilla - La Mancha;2021T4;16,7
55 y más años;Mujeres;08 Castilla - La Mancha;2021T3;17,3
55 y más años;Mujeres;08 Castilla - La Mancha;2021T2;14,9
55 y más años;Mujeres;08 Castilla - La Mancha;2021T1;14,6
55 y más años;Mujeres;08 Castilla - La Mancha;2020T4;19,1
55 y más años;Mujeres;08 Castilla - La Mancha;2020T3;11,4
55 y más años;Mujeres;08 Castilla - La Mancha;2020T2;12,7
55 y más años;Mujeres;08 Castilla - La Mancha;2020T1;14,4
55 y más años;Mujeres;08 Castilla - La Mancha;2019T4;13,9
55 y más años;Mujeres;08 Castilla - La Mancha;2019T3;14,0
55 y más años;Mujeres;08 Castilla - La Mancha;2019T2;14,7
55 y más años;Mujeres;08 Castilla - La Mancha;2019T1;11,4
55 y más años;Mujeres;08 Castilla - La Mancha;2018T4;13,2
55 y más años;Mujeres;08 Castilla - La Mancha;2018T3;10,5
55 y más años;Mujeres;08 Castilla - La Mancha;2018T2;12,6
55 y más años;Mujeres;08 Castilla - La Mancha;2018T1;12,1
55 y más años;Mujeres;08 Castilla - La Mancha;2017T4;8,9
55 y más años;Mujeres;08 Castilla - La Mancha;2017T3;10,4
55 y más años;Mujeres;08 Castilla - La Mancha;2017T2;12,7
55 y más años;Mujeres;08 Castilla - La Mancha;2017T1;11,9
55 y más años;Mujeres;08 Castilla - La Mancha;2016T4;13,5
55 y más años;Mujeres;08 Castilla - La Mancha;2016T3;14,0
55 y más años;Mujeres;08 Castilla - La Mancha;2016T2;14,4
55 y más años;Mujeres;08 Castilla - La Mancha;2016T1;14,4
55 y más años;Mujeres;08 Castilla - La Mancha;2015T4;15,0
55 y más años;Mujeres;08 Castilla - La Mancha;2015T3;14,5
55 y más años;Mujeres;08 Castilla - La Mancha;2015T2;11,7
55 y más años;Mujeres;08 Castilla - La Mancha;2015T1;12,2
55 y más años;Mujeres;08 Castilla - La Mancha;2014T4;13,1
55 y más años;Mujeres;08 Castilla - La Mancha;2014T3;10,7
55 y más años;Mujeres;08 Castilla - La Mancha;2014T2;13,3
55 y más años;Mujeres;08 Castilla - La Mancha;2014T1;14,2
55 y más años;Mujeres;08 Castilla - La Mancha;2013T4;11,9
55 y más años;Mujeres;08 Castilla - La Mancha;2013T3;13,1
55 y más años;Mujeres;08 Castilla - La Mancha;2013T2;12,5
55 y más años;Mujeres;08 Castilla - La Mancha;2013T1;11,2
55 y más años;Mujeres;08 Castilla - La Mancha;2012T4;12,6
55 y más años;Mujeres;08 Castilla - La Mancha;2012T3;9,2
55 y más años;Mujeres;08 Castilla - La Mancha;2012T2;10,8
55 y más años;Mujeres;08 Castilla - La Mancha;2012T1;8,8
55 y más años;Mujeres;08 Castilla - La Mancha;2011T4;7,1
55 y más años;Mujeres;08 Castilla - La Mancha;2011T3;5,4
55 y más años;Mujeres;08 Castilla - La Mancha;2011T2;5,6
55 y más años;Mujeres;08 Castilla - La Mancha;2011T1;4,5
55 y más años;Mujeres;08 Castilla - La Mancha;2010T4;5,1
55 y más años;Mujeres;08 Castilla - La Mancha;2010T3;4,9
55 y más años;Mujeres;08 Castilla - La Mancha;2010T2;6,3
55 y más años;Mujeres;08 Castilla - La Mancha;2010T1;7,8
55 y más años;Mujeres;09 Cataluña;2021T4;29,4
55 y más años;Mujeres;09 Cataluña;2021T3;37,2
55 y más años;Mujeres;09 Cataluña;2021T2;35,7
55 y más años;Mujeres;09 Cataluña;2021T1;34,9
55 y más años;Mujeres;09 Cataluña;2020T4;30,4
55 y más años;Mujeres;09 Cataluña;2020T3;34,2
55 y más años;Mujeres;09 Cataluña;2020T2;29,7
55 y más años;Mujeres;09 Cataluña;2020T1;27,3
55 y más años;Mujeres;09 Cataluña;2019T4;29,8
55 y más años;Mujeres;09 Cataluña;2019T3;34,2
55 y más años;Mujeres;09 Cataluña;2019T2;30,5
55 y más años;Mujeres;09 Cataluña;2019T1;33,9
55 y más años;Mujeres;09 Cataluña;2018T4;31,0
55 y más años;Mujeres;09 Cataluña;2018T3;31,2
55 y más años;Mujeres;09 Cataluña;2018T2;26,6
55 y más años;Mujeres;09 Cataluña;2018T1;38,6
55 y más años;Mujeres;09 Cataluña;2017T4;40,6
55 y más años;Mujeres;09 Cataluña;2017T3;47,0
